S1A_IW_SLC__1SDV_20160202T100252_20160202T100320_009766_00E469_6869.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('a065d28a-2b0b-40e6-9ce7-657a0fb60000')/$value,69,POLYGON ((118.047035 32.484612,120.709229 32.887699,121.041534 31.208317,118.429535 30.802916,118.047035 32.484612)),
S1A_IW_SLC__1SDV_20160601T100255_20160601T100323_011516_011918_BFFE.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('5f2a748b-4116-47e2-a0c6-92bf5d0ba955')/$value,69,POLYGON ((118.047867 32.483753,120.731133 32.889748,121.063026 31.210133,118.430344 30.801785,118.047867 32.483753)),
S1A_IW_SLC__1SDV_20160508T100254_20160508T100322_011166_010DB9_FFAE.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('21934761-37d7-4f3f-9ecb-58224d814826')/$value,69,POLYGON ((118.047783 32.484344,120.731018 32.890331,121.062920 31.210709,118.430267 30.802368,118.047783 32.484344)),
S1A_IW_SLC__1SDV_20160414T100253_20160414T100321_010816_0102D1_6BB6.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('417f933e-f090-41d1-8107-2d15747c2289')/$value,69,POLYGON ((118.047455 32.483376,120.709244 32.886421,121.041519 31.207138,118.429893 30.801779,118.047455 32.483376)),
S1A_IW_SLC__1SDV_20160321T100252_20160321T100320_010466_00F887_CFA9.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('48e0209e-ffd5-4794-8a6e-cc3092c7fb93')/$value,69,POLYGON ((118.047569 32.483246,120.711662 32.886559,121.043800 31.207535,118.429909 30.801901,118.047569 32.483246)),
S1A_IW_SLC__1SDV_20160226T100252_20160226T100319_010116_00EE9E_F630.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('d4209bdb-23e0-4e0c-8139-9711fbfc6459')/$value,69,POLYGON ((118.046913 32.484585,120.730431 32.890640,121.062431 31.210669,118.429527 30.802261,118.046913 32.484585)),
S1A_IW_SLC__1SDV_20160202T100252_20160202T100320_009766_00E469_4393.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('59ecf606-e3ca-4be5-ad8d-654571be96c4')/$value,69,POLYGON ((118.047035 32.484612,120.709229 32.887699,121.041534 31.208317,118.429535 30.802916,118.047035 32.484612)),
S1A_IW_SLC__1SDV_20160109T100252_20160109T100320_009416_00DA43_D826.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('4061ad2f-8c02-48a6-b228-eb8eb197bffb')/$value,69,POLYGON ((118.047493 32.484379,120.731155 32.890423,121.063034 31.210957,118.429977 30.802563,118.047493 32.484379)),
S1A_IW_SLC__1SDV_20151216T100253_20151216T100321_009066_00D048_D385.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('4edbcf75-d216-4cfb-9e57-81d3f35f38a8')/$value,69,POLYGON ((118.047264 32.484657,120.709389 32.887733,121.041733 31.208227,118.429810 30.802837,118.047264 32.484657)),
S1A_IW_SLC__1SDV_20151122T100254_20151122T100321_008716_00C689_1032.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('7e64e072-ccd7-4caf-a428-32bd911d8715')/$value,69,POLYGON ((118.060738 32.427094,120.720985 32.830215,121.041786 31.208698,118.429932 30.803337,118.060738 32.427094)),
S1A_IW_SLC__1SDV_20151005T100300_20151005T100327_008016_00B389_7CB7.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('c9d3dbe6-04ea-4acc-b3ec-de95acc08db6')/$value,69,POLYGON ((117.984703 32.758808,120.654846 33.161446,120.976082 31.540163,118.355103 31.135330,117.984703 32.758808)),
S1A_IW_SLC__1SDV_20151005T100235_20151005T100302_008016_00B389_487F.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('7e76185a-ebca-4c25-b8d3-8675364f1c5d')/$value,69,POLYGON ((118.330177 31.263945,120.953186 31.668266,121.272453 30.046577,118.695068 29.639862,118.330177 31.263945)),
S1A_IW_SLC__1SDV_20150911T100300_20150911T100326_007666_00AA37_8FF5.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('6aaeaa8e-e113-4578-8716-00ec5eed99c0')/$value,69,POLYGON ((117.985489 32.758495,120.677162 33.164085,120.998047 31.542343,118.355942 31.134521,117.985489 32.758495)),
S1A_IW_SLC__1SDV_20150911T100235_20150911T100302_007666_00AA37_8E18.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('f3c35e82-6c67-4251-a03d-706d22ef8825')/$value,69,POLYGON ((118.330917 31.263634,120.975021 31.670927,121.293976 30.048780,118.695869 29.639055,118.330917 31.263634)),
S1A_IW_SLC__1SDV_20150818T100259_20150818T100326_007316_00A0AB_152F.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('057c58f8-931d-4ce3-a712-0adb4c2ab3f0')/$value,69,POLYGON ((117.985138 32.758167,120.676811 33.163776,120.997711 31.542040,118.355606 31.134197,117.985138 32.758167)),
S1A_IW_SLC__1SDV_20150818T100234_20150818T100301_007316_00A0AB_6485.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('48a70336-4590-4541-ac71-be526e4546d9')/$value,69,POLYGON ((118.330582 31.263309,120.974747 31.670633,121.293640 30.048862,118.695465 29.639109,118.330582 31.263309)),
S1A_IW_SLC__1SDV_20150725T100257_20150725T100324_006966_009711_3857.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('4c988691-dc8c-4e66-9f29-26a409165429')/$value,69,POLYGON ((117.984535 32.758968,120.676064 33.164574,120.996918 31.543196,118.354958 31.135363,117.984535 32.758968)),
S1A_IW_SLC__1SDV_20150725T100232_20150725T100259_006966_009711_0123.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('dd81eeaa-d9b5-443e-83cb-f8626cea1a8c')/$value,69,POLYGON ((118.329941 31.264347,120.973907 31.671654,121.292847 30.049747,118.694885 29.640013,118.329941 31.264347)),
S1A_IW_SLC__1SDV_20150701T100256_20150701T100323_006616_008D2B_341B.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('db2d71df-7cfb-4b45-8f3e-b129136a490c')/$value,69,POLYGON ((117.984459 32.759232,120.676208 33.164803,120.997055 31.543186,118.354881 31.135382,117.984459 32.759232)),
S1A_IW_SLC__1SDV_20150701T100231_20150701T100258_006616_008D2B_4208.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('3d02d3d8-3126-48bf-9c73-59eb33c7604c')/$value,69,POLYGON ((118.329834 31.264490,120.974045 31.671772,121.292961 30.049749,118.694748 29.640038,118.329834 31.264490)),
S1A_IW_SLC__1SSV_20150502T100252_20150502T100320_005741_0075F0_ED80.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('fc811cb2-56b1-4da6-9d1e-b7817a701d08')/$value,69,POLYGON ((117.993698 32.759205,120.657257 33.160660,120.989594 31.482609,118.376724 31.078873,117.993698 32.759205)),
S1A_IW_SLC__1SSV_20150408T100251_20150408T100319_005391_006D9D_A138.SAFE,ASCENDING,https://scihub.copernicus.eu/apihub/odata/v1/Products('87144b13-a03f-4c01-9ccc-4b354cae8d4a')/$value,69,POLYGON ((117.995430 32.759621,120.659126 33.161125,120.991508 31.482960,118.378517 31.079176,117.995430 32.759621)),
